130,80,90,Machamp,68,65,85,55,fighting,,130,1,0,"['Guts', 'No Guard', 'Steadfast']"
75,35,50,Bellsprout,69,70,30,40,grass,poison,4,1,0,"['Chlorophyll', 'Gluttony']"
90,50,65,Weepinbell,70,85,45,55,grass,poison,6.4,1,0,"['Chlorophyll', 'Gluttony']"
105,65,80,Victreebel,71,100,70,70,grass,poison,15.5,1,0,"['Chlorophyll', 'Gluttony']"
40,35,40,Tentacool,72,50,100,70,water,poison,45.5,1,0,"['Clear Body', 'Liquid Ooze', 'Rain Dish']"
70,65,80,Tentacruel,73,80,120,100,water,poison,55,1,0,"['Clear Body', 'Liquid Ooze', 'Rain Dish']"
80,100,40,Geodude,74,30,30,20,rock,ground,,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']"
95,115,55,Graveler,75,45,45,35,rock,ground,,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']"
120,130,80,Golem,76,55,65,45,rock,ground,,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']"
85,55,50,Ponyta,77,65,65,90,fire,,30,1,0,"['Run Away', 'Flash Fire', 'Flame Body']"
100,70,65,Rapidash,78,80,80,105,fire,,95,1,0,"['Run Away', 'Flash Fire', 'Flame Body']"
65,65,90,Slowpoke,79,40,40,15,water,psychic,36,1,0,"['Oblivious', 'Own Tempo', 'Regenerator']"
75,180,95,Slowbro,80,130,80,30,water,psychic,78.5,1,0,"['Oblivious', 'Own Tempo', 'Regenerator']"
35,70,25,Magnemite,81,95,55,45,electric,steel,6,1,0,"['Magnet Pull', 'Sturdy', 'Analytic']"
60,95,50,Magneton,82,120,70,70,electric,steel,60,1,0,"['Magnet Pull', 'Sturdy', 'Analytic']"
90,55,52,Farfetch'd,83,58,62,60,normal,flying,15,1,0,"['Keen Eye', 'Inner Focus', 'Defiant']"
85,45,35,Doduo,84,35,35,75,normal,flying,39.2,1,0,"['Run Away', 'Early Bird', 'Tangled Feet']"
110,70,60,Dodrio,85,60,60,110,normal,flying,85.2,1,0,"['Run Away', 'Early Bird', 'Tangled Feet']"
45,55,65,Seel,86,45,70,45,water,,90,1,0,"['Thick Fat', 'Hydration', 'Ice Body']"
70,80,90,Dewgong,87,70,95,70,water,ice,120,1,0,"['Thick Fat', 'Hydration', 'Ice Body']"
80,50,80,Grimer,88,40,50,25,poison,poison,,1,0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']"
105,75,105,Muk,89,65,100,50,poison,poison,,1,0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']"
65,100,30,Shellder,90,45,25,40,water,,4,1,0,"['Shell Armor', 'Skill Link', 'Overcoat']"
95,180,50,Cloyster,91,85,45,70,water,ice,132.5,1,0,"['Shell Armor', 'Skill Link', 'Overcoat']"
35,30,30,Gastly,92,100,35,80,ghost,poison,0.1,1,0,['Levitate']
50,45,45,Haunter,93,115,55,95,ghost,poison,0.1,1,0,['Levitate']
65,80,60,Gengar,94,170,95,130,ghost,poison,40.5,1,0,['Cursed Body']
45,160,35,Onix,95,30,45,70,rock,ground,210,1,0,"['Rock Head', 'Sturdy', 'Weak Armor']"
48,45,60,Drowzee,96,43,90,42,psychic,,32.4,1,0,"['Insomnia', 'Forewarn', 'Inner Focus']"
73,70,85,Hypno,97,73,115,67,psychic,,75.6,1,0,"['Insomnia', 'Forewarn', 'Inner Focus']"
105,90,30,Krabby,98,25,25,50,water,,6.5,1,0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']"
130,115,55,Kingler,99,50,50,75,water,,60,1,0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']"
30,50,40,Voltorb,100,55,55,100,electric,,10.4,1,0,"['Soundproof', 'Static', 'Aftermath']"
50,70,60,Electrode,101,80,80,150,electric,,66.6,1,0,"['Soundproof', 'Static', 'Aftermath']"
40,80,60,Exeggcute,102,60,45,40,grass,psychic,2.5,1,0,"['Chlorophyll', 'Harvest']"
105,85,95,Exeggutor,103,125,75,45,grass,psychic,,1,0,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']"
50,95,50,Cubone,104,40,50,35,ground,,6.5,1,0,"['Rock Head', 'Lightningrod', 'Battle Armor']"
80,110,60,Marowak,105,50,80,45,ground,fire,,1,0,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']"
120,53,50,Hitmonlee,106,35,110,87,fighting,,49.8,1,0,"['Limber', 'Reckless', 'Unburden']"
105,79,50,Hitmonchan,107,35,110,76,fighting,,50.2,1,0,"['Keen Eye', 'Iron Fist', 'Inner Focus']"
55,75,90,Lickitung,108,60,75,30,normal,,65.5,1,0,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
65,95,40,Koffing,109,60,45,35,poison,,1,1,0,['Levitate']
90,120,65,Weezing,110,85,70,60,poison,,9.5,1,0,['Levitate']
85,95,80,Rhyhorn,111,30,30,25,ground,rock,115,1,0,"['Lightningrod', 'Rock Head', 'Reckless']"
130,120,105,Rhydon,112,45,45,40,ground,rock,120,1,0,"['Lightningrod', 'Rock Head', 'Reckless']"
5,5,250,Chansey,113,35,105,50,normal,,34.6,1,0,"['Natural Cure', 'Serene Grace', 'Healer']"
55,115,65,Tangela,114,100,40,60,grass,,35,1,0,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
125,100,105,Kangaskhan,115,60,100,100,normal,,80,1,0,"['Early Bird', 'Scrappy', 'Inner Focus']"
40,70,30,Horsea,116,70,25,60,water,,8,1,0,"['Swift Swim', 'Sniper', 'Damp']"
65,95,55,Seadra,117,95,45,85,water,,25,1,0,"['Poison Point', 'Sniper', 'Damp']"
67,60,45,Goldeen,118,35,50,63,water,,15,1,0,"['Swift Swim', 'Water Veil', 'Lightningrod']"
92,65,80,Seaking,119,65,80,68,water,,39,1,0,"['Swift Swim', 'Water Veil', 'Lightningrod']"
45,55,30,Staryu,120,70,55,85,water,,34.5,1,0,"['Illuminate', 'Natural Cure', 'Analytic']"
75,85,60,Starmie,121,100,85,115,water,psychic,80,1,0,"['Illuminate', 'Natural Cure', 'Analytic']"
45,65,40,Mr. Mime,122,100,120,90,psychic,fairy,54.5,1,0,"['Soundproof', 'Filter', 'Technician']"
110,80,70,Scyther,123,55,80,105,bug,flying,56,1,0,"['Swarm', 'Technician', 'Steadfast']"
50,35,65,Jynx,124,115,95,95,ice,psychic,40.6,1,0,"['Oblivious', 'Forewarn', 'Dry Skin']"
83,57,65,Electabuzz,125,95,85,105,electric,,30,1,0,"['Static', 'Vital Spirit']"
95,57,65,Magmar,126,100,85,93,fire,,44.5,1,0,"['Flame Body', 'Vital Spirit']"
155,120,65,Pinsir,127,65,90,105,bug,,55,1,0,"['Hyper Cutter', 'Mold Breaker', 'Moxie']"
100,95,75,Tauros,128,40,70,110,normal,,88.4,1,0,"['Intimidate', 'Anger Point', 'Sheer Force']"
10,55,20,Magikarp,129,15,20,80,water,,10,1,0,"['Swift Swim', 'Rattled']"
155,109,95,Gyarados,130,70,130,81,water,flying,235,1,0,"['Intimidate', 'Moxie']"
85,80,130,Lapras,131,85,95,60,water,ice,220,1,0,"['Water Absorb', 'Shell Armor', 'Hydration']"
48,48,48,Ditto,132,48,48,48,normal,,4,1,0,"['Limber', 'Imposter']"
55,50,55,Eevee,133,45,65,55,normal,,6.5,1,0,"['Run Away', 'Adaptability', 'Anticipation']"
65,60,130,Vaporeon,134,110,95,65,water,,29,1,0,"['Water Absorb', 'Hydration']"
65,60,65,Jolteon,135,110,95,130,electric,,24.5,1,0,"['Volt Absorb', 'Quick Feet']"
130,60,65,Flareon,136,95,110,65,fire,,25,1,0,"['Flash Fire', 'Guts']"
60,70,65,Porygon,137,85,75,40,normal,,36.5,1,0,"['Trace', 'Download', 'Analytic']"
40,100,35,Omanyte,138,90,55,35,rock,water,7.5,1,0,"['Swift Swim', 'Shell Armor', 'Weak Armor']"
60,125,70,Omastar,139,115,70,55,rock,water,35,1,0,"['Swift Swim', 'Shell Armor', 'Weak Armor']"
80,90,30,Kabuto,140,55,45,55,rock,water,11.5,1,0,"['Swift Swim', 'Battle Armor', 'Weak Armor']"
115,105,60,Kabutops,141,65,70,80,rock,water,40.5,1,0,"['Swift Swim', 'Battle Armor', 'Weak Armor']"
135,85,80,Aerodactyl,142,70,95,150,rock,flying,59,1,0,"['Rock Head', 'Pressure', 'Unnerve']"
110,65,160,Snorlax,143,65,110,30,normal,,460,1,0,"['Immunity', 'Thick Fat', 'Gluttony']"
85,100,90,Articuno,144,95,125,85,ice,flying,55.4,1,1,"['Pressure', 'Snow Cloak']"
90,85,90,Zapdos,145,125,90,100,electric,flying,52.6,1,1,"['Pressure', 'Static']"
100,90,90,Moltres,146,125,85,90,fire,flying,60,1,1,"['Pressure', 'Flame Body']"
64,45,41,Dratini,147,50,50,50,dragon,,3.3,1,0,"['Shed Skin', 'Marvel Scale']"
84,65,61,Dragonair,148,70,70,70,dragon,,16.5,1,0,"['Shed Skin', 'Marvel Scale']"
134,95,91,Dragonite,149,100,100,80,dragon,flying,210,1,0,"['Inner Focus', 'Multiscale']"
150,70,106,Mewtwo,150,194,120,140,psychic,,122,1,1,"['Pressure', 'Unnerve']"
100,100,100,Mew,151,100,100,100,psychic,,4,1,1,['Synchronize']
49,65,45,Chikorita,152,49,65,45,grass,,6.4,2,0,"['Overgrow', 'Leaf Guard']"
62,80,60,Bayleef,153,63,80,60,grass,,15.8,2,0,"['Overgrow', 'Leaf Guard']"
82,100,80,Meganium,154,83,100,80,grass,,100.5,2,0,"['Overgrow', 'Leaf Guard']"
52,43,39,Cyndaquil,155,60,50,65,fire,,7.9,2,0,"['Blaze', 'Flash Fire']"
64,58,58,Quilava,156,80,65,80,fire,,19,2,0,"['Blaze', 'Flash Fire']"
84,78,78,Typhlosion,157,109,85,100,fire,,79.5,2,0,"['Blaze', 'Flash Fire']"
65,64,50,Totodile,158,44,48,43,water,,9.5,2,0,"['Torrent', 'Sheer Force']"
80,80,65,Croconaw,159,59,63,58,water,,25,2,0,"['Torrent', 'Sheer Force']"
105,100,85,Feraligatr,160,79,83,78,water,,88.8,2,0,"['Torrent', 'Sheer Force']"
46,34,35,Sentret,161,35,45,20,normal,,6,2,0,"['Run Away', 'Keen Eye', 'Frisk']"
76,64,85,Furret,162,45,55,90,normal,,32.5,2,0,"['Run Away', 'Keen Eye', 'Frisk']"
30,30,60,Hoothoot,163,36,56,50,normal,flying,21.2,2,0,"['Insomnia', 'Keen Eye', 'Tinted Lens']"
50,50,100,Noctowl,164,86,96,70,normal,flying,40.8,2,0,"['Insomnia', 'Keen Eye', 'Tinted Lens']"
20,30,40,Ledyba,165,40,80,55,bug,flying,10.8,2,0,"['Swarm', 'Early Bird', 'Rattled']"
35,50,55,Ledian,166,55,110,85,bug,flying,35.6,2,0,"['Swarm', 'Early Bird', 'Iron Fist']"
60,40,40,Spinarak,167,40,40,30,bug,poison,8.5,2,0,"['Swarm', 'Insomnia', 'Sniper']"
90,70,70,Ariados,168,60,70,40,bug,poison,33.5,2,0,"['Swarm', 'Insomnia', 'Sniper']"
90,80,85,Crobat,169,70,80,130,poison,flying,75,2,0,"['Inner Focus', 'Infiltrator']"
38,38,75,Chinchou,170,56,56,67,water,electric,12,2,0,"['Volt Absorb', 'Illuminate', 'Water Absorb']"
58,58,125,Lanturn,171,76,76,67,water,electric,22.5,2,0,"['Volt Absorb', 'Illuminate', 'Water Absorb']"
40,15,20,Pichu,172,35,35,60,electric,,2,2,0,"['Static', 'Lightningrod']"
25,28,50,Cleffa,173,45,55,15,fairy,,3,2,0,"['Cute Charm', 'Magic Guard', 'Friend Guard']"
30,15,90,Igglybuff,174,40,20,15,normal,fairy,1,2,0,"['Cute Charm', 'Competitive', 'Friend Guard']"
20,65,35,Togepi,175,40,65,20,fairy,,1.5,2,0,"['Hustle', 'Serene Grace', 'Super Luck']"
40,85,55,Togetic,176,80,105,40,fairy,flying,3.2,2,0,"['Hustle', 'Serene Grace', 'Super Luck']"
50,45,40,Natu,177,70,45,70,psychic,flying,2,2,0,"['Synchronize', 'Early Bird', 'Magic Bounce']"
75,70,65,Xatu,178,95,70,95,psychic,flying,15,2,0,"['Synchronize', 'Early Bird', 'Magic Bounce']"
40,40,55,Mareep,179,65,45,35,electric,,7.8,2,0,"['Static', 'Plus']"
55,55,70,Flaaffy,180,80,60,45,electric,,13.3,2,0,"['Static', 'Plus']"
95,105,90,Ampharos,181,165,110,45,electric,,61.5,2,0,"['Static', 'Plus']"
80,95,75,Bellossom,182,90,100,50,grass,,5.8,2,0,"['Chlorophyll', 'Healer']"
20,50,70,Marill,183,20,50,40,water,fairy,8.5,2,0,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
50,80,100,Azumarill,184,60,80,50,water,fairy,28.5,2,0,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
100,115,70,Sudowoodo,185,30,65,30,rock,,38,2,0,"['Sturdy', 'Rock Head', 'Rattled']"
75,75,90,Politoed,186,90,100,70,water,,33.9,2,0,"['Water Absorb', 'Damp', 'Drizzle']"
35,40,35,Hoppip,187,35,55,50,grass,flying,0.5,2,0,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
45,50,55,Skiploom,188,45,65,80,grass,flying,1,2,0,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
55,70,75,Jumpluff,189,55,95,110,grass,flying,3,2,0,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
70,55,55,Aipom,190,40,55,85,normal,,11.5,2,0,"['Run Away', 'Pickup', 'Skill Link']"
30,30,30,Sunkern,191,30,30,30,grass,,1.8,2,0,"['Chlorophyll', 'Solar Power', 'Early Bird']"
75,55,75,Sunflora,192,105,85,30,grass,,8.5,2,0,"['Chlorophyll', 'Solar Power', 'Early Bird']"
65,45,65,Yanma,193,75,45,95,bug,flying,38,2,0,"['Speed Boost', 'Compoundeyes', 'Frisk']"
45,45,55,Wooper,194,25,25,15,water,ground,8.5,2,0,"['Damp', 'Water Absorb', 'Unaware']"
85,85,95,Quagsire,195,65,65,35,water,ground,75,2,0,"['Damp', 'Water Absorb', 'Unaware']"
65,60,65,Espeon,196,130,95,110,psychic,,26.5,2,0,"['Synchronize', 'Magic Bounce']"
65,110,95,Umbreon,197,60,130,65,dark,,27,2,0,"['Synchronize', 'Inner Focus']"
85,42,60,Murkrow,198,85,42,91,dark,flying,2.1,2,0,"['Insomnia', 'Super Luck', 'Prankster']"
75,80,95,Slowking,199,100,110,30,water,psychic,79.5,2,0,"['Oblivious', 'Own Tempo', 'Regenerator']"
60,60,60,Misdreavus,200,85,85,85,ghost,,1,2,0,['Levitate']
72,48,48,Unown,201,72,48,48,psychic,,5,2,0,['Levitate']
33,58,190,Wobbuffet,202,33,58,33,psychic,,28.5,2,0,"['Shadow Tag', 'Telepathy']"
80,65,70,Girafarig,203,90,65,85,normal,psychic,41.5,2,0,"['Inner Focus', 'Early Bird', 'Sap Sipper']"
65,90,50,Pineco,204,35,35,15,bug,,7.2,2,0,"['Sturdy', 'Overcoat']"
90,140,75,Forretress,205,60,60,40,bug,steel,125.8,2,0,"['Sturdy', 'Overcoat']"
70,70,100,Dunsparce,206,65,65,45,normal,,14,2,0,"['Serene Grace', 'Run Away', 'Rattled']"
75,105,65,Gligar,207,35,65,85,ground,flying,64.8,2,0,"['Hyper Cutter', 'Sand Veil', 'Immunity']"
125,230,75,Steelix,208,55,95,30,steel,ground,400,2,0,"['Rock Head', 'Sturdy', 'Sheer Force']"
80,50,60,Snubbull,209,40,40,30,fairy,,7.8,2,0,"['Intimidate', 'Run Away', 'Rattled']"
120,75,90,Granbull,210,60,60,45,fairy,,48.7,2,0,"['Intimidate', 'Quick Feet', 'Rattled']"
95,85,65,Qwilfish,211,55,55,85,water,poison,3.9,2,0,"['Poison Point', 'Swift Swim', 'Intimidate']"
150,140,70,Scizor,212,65,100,75,bug,steel,118,2,0,"['Swarm', 'Technician', 'Light Metal']"
10,230,20,Shuckle,213,10,230,5,bug,rock,20.5,2,0,"['Sturdy', 'Gluttony', 'Contrary']"
185,115,80,Heracross,214,40,105,75,bug,fighting,54,2,0,"['Swarm', 'Guts', 'Moxie']"
95,55,55,Sneasel,215,35,75,115,dark,ice,28,2,0,"['Inner Focus', 'Keen Eye', 'Pickpocket']"
80,50,60,Teddiursa,216,50,50,40,normal,,8.8,2,0,"['Pickup', 'Quick Feet', 'Honey Gather']"
130,75,90,Ursaring,217,75,75,55,normal,,125.8,2,0,"['Guts', 'Quick Feet', 'Unnerve']"
40,40,40,Slugma,218,70,40,20,fire,,35,2,0,"['Magma Armor', 'Flame Body', 'Weak Armor']"
50,120,60,Magcargo,219,90,80,30,fire,rock,55,2,0,"['Magma Armor', 'Flame Body', 'Weak Armor']"
50,40,50,Swinub,220,30,30,50,ice,ground,6.5,2,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
100,80,100,Piloswine,221,60,60,50,ice,ground,55.8,2,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
55,95,65,Corsola,222,65,95,35,water,rock,5,2,0,"['Hustle', 'Natural Cure', 'Regenerator']"
65,35,35,Remoraid,223,65,35,65,water,,12,2,0,"['Hustle', 'Sniper', 'Moody']"
105,75,75,Octillery,224,105,75,45,water,,28.5,2,0,"['Suction Cups', 'Sniper', 'Moody']"
55,45,45,Delibird,225,65,45,75,ice,flying,16,2,0,"['Vital Spirit', 'Hustle', 'Insomnia']"
40,70,85,Mantine,226,80,140,70,water,flying,220,2,0,"['Swift Swim', 'Water Absorb', 'Water Veil']"
80,140,65,Skarmory,227,40,70,70,steel,flying,50.5,2,0,"['Keen Eye', 'Sturdy', 'Weak Armor']"
60,30,45,Houndour,228,80,50,65,dark,fire,10.8,2,0,"['Early Bird', 'Flash Fire', 'Unnerve']"
90,90,75,Houndoom,229,140,90,115,dark,fire,35,2,0,"['Early Bird', 'Flash Fire', 'Unnerve']"
95,95,75,Kingdra,230,95,95,85,water,dragon,152,2,0,"['Swift Swim', 'Sniper', 'Damp']"
60,60,90,Phanpy,231,40,40,40,ground,,33.5,2,0,"['Pickup', 'Sand Veil']"
120,120,90,Donphan,232,60,60,50,ground,,120,2,0,"['Sturdy', 'Sand Veil']"
80,90,85,Porygon2,233,105,95,60,normal,,32.5,2,0,"['Trace', 'Download', 'Analytic']"
95,62,73,Stantler,234,85,65,85,normal,,71.2,2,0,"['Intimidate', 'Frisk', 'Sap Sipper']"
20,35,55,Smeargle,235,20,45,75,normal,,58,2,0,"['Own Tempo', 'Technician', 'Moody']"
35,35,35,Tyrogue,236,35,35,35,fighting,,21,2,0,"['Guts', 'Steadfast', 'Vital Spirit']"
95,95,50,Hitmontop,237,35,110,70,fighting,,48,2,0,"['Intimidate', 'Technician', 'Steadfast']"
30,15,45,Smoochum,238,85,65,65,ice,psychic,6,2,0,"['Oblivious', 'Forewarn', 'Hydration']"
63,37,45,Elekid,239,65,55,95,electric,,23.5,2,0,"['Static', 'Vital Spirit']"
75,37,45,Magby,240,70,55,83,fire,,21.4,2,0,"['Flame Body', 'Vital Spirit']"
80,105,95,Miltank,241,40,70,100,normal,,75.5,2,0,"['Thick Fat', 'Scrappy', 'Sap Sipper']"
10,10,255,Blissey,242,75,135,55,normal,,46.8,2,0,"['Natural Cure', 'Serene Grace', 'Healer']"
85,75,90,Raikou,243,115,100,115,electric,,178,2,1,"['Pressure', 'Inner Focus']"
115,85,115,Entei,244,90,75,100,fire,,198,2,1,"['Pressure', 'Inner Focus']"
75,115,100,Suicune,245,90,115,85,water,,187,2,1,"['Pressure', 'Inner Focus']"
64,50,50,Larvitar,246,45,50,41,rock,ground,72,2,0,"['Guts', 'Sand Veil']"
84,70,70,Pupitar,247,65,70,51,rock,ground,152,2,0,['Shed Skin']
